Gene,log2FoldChange,pvalue,adj_pvalue
ANKRD36BP1,1.1830790503122435,2.738008514677293e-15,1.5465434495838905e-14
THRB,-1.2383703900082468,2.743124921044336e-15,1.5484062779378537e-14
OR7A5,1.405443922076902,2.813870102123475e-15,1.5857117087744134e-14
SPOCK2,1.209431994030087,2.899771804339399e-15,1.632499630674379e-14
MPV17L,-1.8634605239385715,2.9034285292776667e-15,1.6340181048776824e-14
CNTNAP2,-2.5811118809159126,2.953875701525997e-15,1.6618600329364958e-14
KRT86,1.9349865323435829,2.9873317800247833e-15,1.6795728033615734e-14
CLEC4E,1.5931825301441402,3.014308895021886e-15,1.6936219228710893e-14
PEBP4,-1.2768973056832018,3.1645363708518595e-15,1.7745161144421197e-14
ACSM5,-1.2353472722988088,3.3041569944410323e-15,1.8509800531358808e-14
AFP,-1.4347488119084089,3.3981886625110618e-15,1.9005304736474018e-14
HOXB3,-1.408541404501002,3.5101987384538716e-15,1.9605996889429134e-14
MT1X,1.1197167903852954,3.5264575762830943e-15,1.969035164724626e-14
VIPR1,-1.2985138918345713,3.606183704053934e-15,2.0122316015740006e-14
SYCE1L,1.4089695809276934,3.823203447546637e-15,2.1326287164008917e-14
EBF2,-1.0907254349789879,4.016946126971254e-15,2.2377688106745327e-14
ABCG2,-1.121173630258041,4.1552712866689535e-15,2.3118023525636158e-14
GRP,-1.7732027925061864,4.160945440765911e-15,2.314203163169284e-14
TMEM178,-1.2130245984054047,4.422350385708114e-15,2.4539793766246073e-14
POSTN,-1.1345179765131022,4.4249260838846736e-15,2.454608834154918e-14
TGM3,-1.3797825065786886,4.485616382672752e-15,2.485845981025609e-14
ZC4H2,1.2304750009818939,4.7367115234914496e-15,2.6215858708176596e-14
TUBB3,1.4484844978594715,4.84830928273289e-15,2.6807372430175688e-14
PAX9,-2.114758100624484,5.4007460823070466e-15,2.969799992950888e-14
UGT2B11,-2.6405596363065076,5.472898794195942e-15,3.0065634343598997e-14
FAT2,1.8515852126782129,5.638799966803122e-15,3.092713798217622e-14
DDO,-1.0495897372451974,5.769460864568271e-15,3.162340473884701e-14
FAM101A,1.5157263972349861,5.77249230143838e-15,3.1629840377572593e-14
SLC25A27,1.1888912375790426,5.920938323263319e-15,3.242237287626184e-14
FTCD,1.583470609952476,6.092604394975172e-15,3.334983150990565e-14
SLAIN1,1.7215291583205694,6.288629049480943e-15,3.4347451158646717e-14
SERPINA4,-1.033949609206237,6.405422331622838e-15,3.4951727749931734e-14
TM7SF2,-1.3099339028317818,6.51934553505788e-15,3.5561964914169026e-14
SERPINE2,1.3041887985546516,6.580277358006124e-15,3.586818820497613e-14
PAPL,1.9784794391422171,6.675205209005163e-15,3.6342309689692425e-14
E2F8,1.0244037037037046,7.0629741983883995e-15,3.839210041447636e-14
RASL11B,-1.1516123404422443,7.07480295147355e-15,3.844412707836457e-14
MCTP2,1.3521574918502806,7.126291456573108e-15,3.8699216679030626e-14
MUC5B,2.35091938258513,7.606201006044758e-15,4.1252739851255486e-14
C6orf165,-1.0039020580495652,7.695679300395404e-15,4.17247432300967e-14
CYP26A1,-1.5120510741919007,7.841538455463692e-15,4.246149440271754e-14
SPHK1,1.0444122658183126,8.043938673024667e-15,4.3543634965546745e-14
ARHGAP22,1.0422216487961986,8.258936500392329e-15,4.465069479418456e-14
GCNT4,-1.122153686029613,8.62742635836443e-15,4.658372570797281e-14
SLC7A4,-1.7775062566277837,8.709700785568038e-15,4.69981636179416e-14
CCL13,1.7197828090020026,8.947990533701289e-15,4.8253413169389786e-14
ITGA6,1.092959813047404,9.000359830443983e-15,4.852045834519184e-14
GRAMD2,1.4116561132712766,1.0288320217251593e-14,5.514954148561368e-14
KCND2,-1.3267309924983302,1.0295282977892684e-14,5.516949940639157e-14
CHRNA6,-1.170371163740623,1.0511654039806203e-14,5.629354348990554e-14
KRT81,3.131826742861632,1.0623142932425863e-14,5.683916714791872e-14
UCHL1,1.721054891795295,1.0679864047889994e-14,5.712251405011514e-14
POMC,1.5429165429480385,1.0720588030960303e-14,5.730433589681544e-14
CCDC160,-1.5754230038097479,1.0910416557825756e-14,5.824775550966104e-14
PLEKHB1,1.5646825458544438,1.0932929297529171e-14,5.83477862541278e-14
NEBL,-1.123506382310202,1.1505590798706427e-14,6.12887742577324e-14
ADD2,1.7839241035308895,1.2131283656114958e-14,6.454100614296711e-14
B3GNT8,-1.0129293114960127,1.2351724073827415e-14,6.556549689287032e-14
RLTPR,1.664066101095795,1.2358499414334334e-14,6.556549689287032e-14
DHCR24,-1.0855752405640011,1.2404503742577e-14,6.578906843229097e-14
CXCL14,-2.0095886100310274,1.2815040345886478e-14,6.790296735857085e-14
FAM20A,1.168326141942579,1.3239247636591651e-14,7.006351375113606e-14
PODN,-1.148486944739009,1.3855113087541895e-14,7.320887077226048e-14
MAP7D2,2.042431942971604,1.4220658808018834e-14,7.497765309614883e-14
THBS4,-1.9477405639998446,1.4569875220380346e-14,7.674759511385007e-14
KLRG2,1.583336683555241,1.4577226104868765e-14,7.676257284041901e-14
SERHL2,-1.891436950630375,1.5533733864043292e-14,8.159762113036929e-14
NOL4,2.050620973253211,1.5909640982107373e-14,8.352071082777082e-14
ETV4,1.570655422017988,1.6634776971996933e-14,8.72199051210307e-14
PAK3,1.529481249754527,1.7133588509369244e-14,8.975238766981181e-14
BOP1,1.0510740230155937,1.748813810845592e-14,9.155333291946029e-14
LOC149134,-1.0945507678410116,1.78580833969181e-14,9.346132767348349e-14
C1orf192,-1.017900985821452,1.799106165172823e-14,9.412835020858119e-14
CRHR1,2.211210612309021,1.8518562767483667e-14,9.673960856756039e-14
SYDE2,-1.0477710537685105,1.8588975440393573e-14,9.707766076353957e-14
KIAA1755,1.2980206786850488,1.8643475679479026e-14,9.733243127575959e-14
SNX32,1.4151295942814501,1.9334096854894848e-14,1.0069103040943709e-13
PTGS2,1.9922234201327518,1.9521299268172565e-14,1.0163489041179419e-13
TF,2.3343027060995256,1.9711506536523117e-14,1.0256246755789448e-13
SYP,-1.0378479674796743,2.112596576954298e-14,1.095539576904132e-13
RGS6,1.4783617454145555,2.1184968738097254e-14,1.0979719589024286e-13
TPRXL,1.7822085071285492,2.1791114828692464e-14,1.1272864080578149e-13
PHF21B,-1.36388530301245,2.250038386084664e-14,1.1632712117492964e-13
SGCD,-1.1448618868072709,2.296801957043733e-14,1.1856482973159979e-13
TRIM58,-1.9652457758925408,2.2964974360607692e-14,1.1856482973159979e-13
PRDM6,-1.0120812418993759,2.5799400774372798e-14,1.3233849252637612e-13
JAKMIP3,-1.4553735634892586,2.6344735564637417e-14,1.3493258546339103e-13
SLCO4A1,1.340812748910098,2.773316773129126e-14,1.417880055430472e-13
RORC,-1.6472344880405334,2.8082362121671116e-14,1.4353020015968161e-13
MYO18B,-1.5247857507560583,2.865237408258263e-14,1.462679648160618e-13
LILRA3,1.2082821491693176,2.925082744576577e-14,1.4914418904233265e-13
CDH19,2.8890635874474686,2.9509935672114e-14,1.5037528560625417e-13
FAT3,-1.253085727190605,3.142884862161551e-14,1.5981883906423176e-13
NEGR1,-1.2905686815129043,3.2388348598293216e-14,1.6464882884445775e-13
NHSL2,-1.104789269863712,3.299093700918664e-14,1.6761206959022924e-13
MYO1H,1.3815317073170734,3.48390607447069e-14,1.7658012038165433e-13
CALB2,2.1251650131573765,3.6630718867732425e-14,1.8527506454335707e-13
CXCL6,1.5070581320450886,3.6922516073143003e-14,1.8658470288594224e-13
TIAM2,1.0673852990848731,3.7160983316000124e-14,1.8773406878418338e-13
GHR,-1.2720184203291307,3.7520149196765657e-14,1.8949233120430578e-13
PITPNM3,1.0851208986292775,3.8228690697765173e-14,1.9284200313475737e-13
LRGUK,-1.0306929067986341,3.950722072772887e-14,1.9899673735380733e-13
EGOT,-1.3455056910569114,3.983052406691053e-14,2.0056588552912074e-13
NELL2,-1.6060723812890307,4.2561231100595994e-14,2.1362150475778065e-13
IL4I1,1.1564941832606728,4.2598802669750946e-14,2.1374708587679982e-13
RNF182,1.8601442912689987,4.279958445950826e-14,2.1462806930077318e-13
MUC1,-1.6701317348101021,4.332802439477393e-14,2.171501634617422e-13
OSBPL6,-1.3215481127999693,4.3357307726768537e-14,2.1723299517118804e-13
DSG1,3.044512689996466,4.6700719448338786e-14,2.335035972416939e-13
C2orf70,1.4253437689014574,4.6975638628225066e-14,2.347403538259017e-13
ASB12,1.0407247790738778,4.7647134966571435e-14,2.3774705786132773e-13
TNNT2,1.5934245316366211,5.0679151035401225e-14,2.5213728955094447e-13
FAM110C,-1.2823062762656612,5.084695999055744e-14,2.5289828523340924e-13
IL20RA,-1.5753595970307526,5.1397250521168717e-14,2.555606354381031e-13
IL8,1.732718349632771,5.378497126630147e-14,2.666544572533083e-13
CCDC158,-1.173670841679431,5.5443154441334395e-14,2.745556615690389e-13
DOCK3,1.5922683005380787,5.553810030021381e-14,2.749458860792561e-13
LY75,1.0863233494363929,5.712898014139424e-14,2.8249318577466433e-13
CEACAM7,-1.6845661128785197,5.754223393332602e-14,2.8437151592702906e-13
IYD,-1.8408318408546407,5.954129184260658e-14,2.9365427167089203e-13
CTLA4,1.3214626605396482,5.969708413045483e-14,2.9433738932879146e-13
SAA1,1.8869928478850007,6.027098610880783e-14,2.9699505018315893e-13
COL10A1,-1.4892175562625187,6.198069906643179e-14,3.0506685118535646e-13
HSPA2,-1.198906857546838,6.557144516038614e-14,3.217175773786736e-13
MFSD4,1.402764883547385,6.640019699937237e-14,3.2559612867817777e-13
TOX,1.3304887121479911,6.664680127782863e-14,3.266172736004091e-13
ACSM1,-1.645077797415655,6.814559427634844e-14,3.337703395243641e-13
PCSK6,-1.3995357762852958,6.93284856673252e-14,3.391738324948429e-13
MOSC2,-1.032611629551079,6.985388823326789e-14,3.4164609896971634e-13
CNNM1,1.7610775931817293,7.610888870680762e-14,3.711725013393281e-13
TIGIT,1.3103033934252375,7.67304698703895e-14,3.738826614857606e-13
C1orf187,1.1718114567377556,7.777270050784372e-14,3.7863610338724373e-13
EMILIN3,1.9232307646989515,7.824325602114348e-14,3.808181337639535e-13
RARRES3,-1.444566757000901,7.861464332766822e-14,3.825163931057685e-13
ZMAT1,-1.0326204548132436,7.928551709634808e-14,3.855603529842398e-13
ZNF385B,-1.6521355131377398,7.976289925785982e-14,3.877711031576799e-13
CLEC4D,1.1923479596245243,8.057277119270444e-14,3.912781621847064e-13
C22orf41,-1.0698589450532192,8.076712535247941e-14,3.9198180243736804e-13
TNFRSF11A,1.120930089155964,8.090051666108394e-14,3.923880846049941e-13
RIMS1,-1.49324290090727,8.110612575790292e-14,3.931788561506082e-13
SSTR2,-1.2477599858607267,8.176981899643472e-14,3.9605802545770285e-13
TMEM215,-1.2569275833627902,8.711561323971919e-14,4.2123194022499085e-13
ADM,1.1869027885786085,8.997607234949336e-14,4.3432327440812696e-13
PRICKLE4,-1.068837445504892,9.214671771307771e-14,4.4429745261996416e-13
RSPO4,1.9398251404108247,9.809720480724357e-14,4.720529522089172e-13
ABCC12,-1.6968694788107301,9.983696114188782e-14,4.800179131130292e-13
ZNF737,-1.0328889910058505,1.0095002982206854e-13,4.849588174527016e-13
HSH2D,-1.2359020148462356,1.0123306407809737e-13,4.861813539904112e-13
SLC2A5,1.1259358587643833,1.0158477754775794e-13,4.875954796049374e-13
PLAC1,-1.3557197321393506,1.0299321392277324e-13,4.942165210213661e-13
CR2,2.199659557754997,1.0491245027248319e-13,5.031425029964485e-13
COLEC12,-1.0423486980087198,1.1130985178072381e-13,5.323242841408949e-13
SEMA5A,-1.0537242174305792,1.1333542007041775e-13,5.417070456916122e-13
CADM2,-1.4271535289265933,1.1456002348884506e-13,5.472530715329682e-13
KCNH8,1.7245497073956249,1.1543241666593993e-13,5.512658597366677e-13
HSPB1,-1.087320965398062,1.1551397488318116e-13,5.515006986993483e-13
SEMA6D,-1.098675711873061,1.1593447244180115e-13,5.531981131083983e-13
TDRD6,1.007302254428342,1.2105883792135174e-13,5.766802824617119e-13
LRRN4,1.4606967911708106,1.3073928308122538e-13,6.207108979295423e-13
ALDH1A3,1.1881896783315646,1.3652353671480388e-13,6.469103590019783e-13
PSD3,-1.0782708141864035,1.3865177227927189e-13,6.564469507689742e-13
HK3,1.235201586740505,1.459318170029966e-13,6.905303816507452e-13
SPHKAP,2.1128805938494164,1.4847285304457562e-13,7.017742679292597e-13
SLC6A15,2.89399864498645,1.5327788268828734e-13,7.232813361544842e-13
ZNF486,-1.372283547386199,1.562720890367369e-13,7.363900598493717e-13
SFTPA2,-1.3877305879580533,1.5842992246282577e-13,7.461453483246468e-13
SHISA2,-1.74265477396803,1.7256425570885185e-13,8.106949723370336e-13
GLYATL1,-1.8139663446054746,1.7578844548359965e-13,8.247044701338021e-13
PCOLCE2,1.7832889163819177,1.8034084154450828e-13,8.448980829444226e-13
CLDN6,2.253277966301402,1.8320393438407714e-13,8.571326930112181e-13
MAB21L1,-1.1560645614861942,1.8374407117235007e-13,8.594236561563092e-13
VIPR2,-1.6351754919288326,1.896243448029314e-13,8.85225491226404e-13
CP,2.6115048387730218,1.9242921164627622e-13,8.978272532427627e-13
NWD1,1.675922834924001,1.980944991510488e-13,9.227264019536263e-13
NPFFR2,-1.1600931856564947,2.004193277368695e-13,9.328070924730493e-13
OSR1,1.9634448293468427,2.0113914891305454e-13,9.35901559013475e-13
SIGLEC8,-1.2966879266328908,2.0492663976585227e-13,9.530040074310388e-13
APBA1,1.1863384116884648,2.0702571043594683e-13,9.622401333854189e-13
MTTP,1.073686324182082,2.078610228249491e-13,9.653863648133902e-13
CXCL2,1.4265518439967009,2.1524096949412762e-13,9.97429581084352e-13
IL1F5,1.6372660068339815,2.2500766338135825e-13,1.0407062757698345e-12
KCNE1L,1.5453277051176313,2.5224644471533944e-13,1.1613292656129307e-12
ZBTB8B,1.6814516240524724,2.53102170012504e-13,1.164954041976471e-12
VWDE,1.7693007855151013,2.5471432316816184e-13,1.1720575313574159e-12
ERC2,1.0570878009504736,2.6413621289971565e-13,1.2144275663288762e-12
ITIH5L,-2.162059125721693,2.6482662675237e-13,1.2172732668266833e-12
SAA2,1.9703717607321005,2.6937296215581455e-13,1.236835143034112e-12
LAMA2,-1.2653193472369493,2.7937391794063976e-13,1.2797079320362996e-12
FLRT3,-1.887086595184793,3.064025079040116e-13,1.4015672064478426e-12
C13orf18,1.087877314323868,3.07138122163087e-13,1.4045548390003686e-12
ETV7,1.1991440124111392,3.1255904341495837e-13,1.4278112954283104e-12
CAPN6,2.949824555202075,3.172862011190395e-13,1.4474642392331215e-12
C12orf69,-1.0661535721299242,3.1786641133771777e-13,1.449722813358686e-12
SLC38A3,1.9386853305054794,3.2058226919001554e-13,1.461717816413913e-12
RNF43,-1.0843633478653611,3.2604353563657313e-13,1.485823230369505e-12
VWA3A,-1.0370420250579322,3.2874474993417455e-13,1.497331663915216e-12
C14orf50,-1.1318671419033035,3.3557678033843165e-13,1.527632336050118e-12
?|653553,-1.0329514394564239,3.460485066393788e-13,1.5744606112927118e-12
ICAM1,1.0674814814814795,3.553917049845366e-13,1.6148134300658106e-12
STAG3,1.5628763834884731,3.6080096907893797e-13,1.6380806460715313e-12
WNK3,1.3486239071521142,3.727754410954475e-13,1.6910937032113667e-12
FGF9,1.6972155374887083,3.8880289042434077e-13,1.7591161593853676e-12
DMRTA1,1.6582834924001406,3.8998210695506966e-13,1.7639828104767162e-12
RASGRF1,1.5985216016652926,3.942801975468507e-13,1.7829505481207827e-12
MAST1,1.623825148265976,4.0850210810207504e-13,1.841395156426241e-12
PRSS27,1.355337480853069,4.203044933033531e-13,1.8935940531629906e-12
SELENBP1,-1.0284978555437725,4.2240833680708166e-13,1.9020660961989956e-12
PDZK1P1,-1.1180461215191868,4.3083150419222036e-13,1.93896948107651e-12
FRMD3,1.4683873060759591,4.321665961115037e-13,1.9444642356086943e-12
F2RL2,-1.554316487961981,4.456453070390228e-13,2.0029927629650457e-12
TAF7L,1.0190060759593107,4.58309779394869e-13,2.0588276294103455e-12
TPO,-1.0337478064490788,4.889413955661439e-13,2.192960749668536e-12
SLITRK6,-2.1218939750991694,4.942117979838099e-13,2.2136840924945507e-12
S100A1,2.2114861160205805,5.00748852566093e-13,2.241785741114764e-12
TNF,1.332384380032206,5.055468331175157e-13,2.261467611971946e-12
TMEM200C,1.3966236832803114,5.092134122563268e-13,2.2766879524088332e-12
PRKCA,1.109515584619615,5.302410076369328e-13,2.3675942213049204e-12
AIM2,1.445933690742705,5.341046695526353e-13,2.383596048868286e-12
BARX1,2.0358229998821717,5.381927941056027e-13,2.3999537270537875e-12
LOC100124692,2.367258638702329,5.474192948299246e-13,2.439181211657147e-12
PTPRQ,-1.0905762106751504,5.759799999214955e-13,2.561080782940749e-12
ALPL,1.1045190526687865,5.787142970620953e-13,2.5725670788221045e-12
ZNF597,-1.1423154235890198,5.838893153694453e-13,2.594217333874681e-12
GATA6,1.1077134676564144,7.443754869698996e-13,3.2722546574851293e-12
SHC2,-1.2662629472526605,7.823282403957783e-13,3.4320066805615934e-12
DLL3,1.6111539334668712,8.017587473655807e-13,3.511818793116214e-12
EDAR,1.584538211382114,8.347507562572417e-13,3.652570755154374e-12
C2orf48,1.040980750952437,8.702726402025338e-13,3.8021403444456514e-12
KIAA1324L,-1.297391123679354,8.707226719848743e-13,3.803130829418418e-12
TNNI2,1.391575099171281,9.0996272160199e-13,3.969432671332451e-12
LTC4S,-1.00590402183732,9.316109807385405e-13,4.060746097255527e-12
NDRG2,1.214522320411609,9.409089089109831e-13,4.098127549553464e-12
SIGLEC6,-1.0515385687914853,9.769378015269306e-13,4.245279601940196e-12
BMP2,1.253357971014494,9.867290660930523e-13,4.2845476786243446e-12
EGFL6,1.262789022426455,1.0183356563643739e-12,4.4161589579539824e-12
ABCC6,-1.3033348218844516,1.0324367989165575e-12,4.473039801687689e-12
CARTPT,-1.1406586936883862,1.0423954731997806e-12,4.511307473593968e-12
CD7,1.2378295118023663,1.1307041317028262e-12,4.879850826887767e-12
GRIN1,-1.2012263304662043,1.2012488632997448e-12,5.173815918562128e-12
LIPE,-1.2205662778366912,1.2122939985665531e-12,5.217429061306141e-12
CFD,-1.300401355013551,1.3040028004903451e-12,5.593745010667652e-12
RHBDL3,-1.2963167511095395,1.3124938329855356e-12,5.628750938238144e-12
SLC5A1,1.883714795176938,1.3241609141314478e-12,5.6759276032364846e-12
C1orf116,1.3098979576607395,1.3314728091479025e-12,5.704397972273907e-12
SYNPO2,-1.0790863791681407,1.356842368716008e-12,5.8057853113652295e-12
CXCL10,1.5609758964691096,1.5306706143017687e-12,6.52798053658228e-12
UPK2,1.24640065590511,1.5309896807463081e-12,6.52798053658228e-12
TMEM105,1.3512331958681898,1.5884707550897724e-12,6.763574534131495e-12
NCRNA00173,-1.023984662817642,1.5967267768785128e-12,6.794666919100718e-12
CLDN9,1.2740415184006921,1.6968716407307574e-12,7.210010988434331e-12
RBM11,-1.4586532068654021,1.7288796488376452e-12,7.338689037812836e-12
POU2AF1,1.5862771611484243,1.837563795529074e-12,7.778794546717794e-12
SLC1A1,-1.4471169985467975,1.8582817480941543e-12,7.860541025842883e-12
AKR1B15,2.0510023997486355,1.879682051230497e-12,7.9471165174914e-12
ST6GALNAC2,-1.2908678410117425,1.9145046712974037e-12,8.090326191611609e-12
S100A6,1.0223031577707111,1.9269912584240833e-12,8.14107197493479e-12
PDE11A,-1.3486819056596357,1.9314274988840778e-12,8.157790254463255e-12
HGF,-1.086947830014532,1.9492921954183844e-12,8.227124185371769e-12
CKM,1.02400951258788,1.9782672125471632e-12,8.343212142069884e-12
FAM107A,1.8101137582970024,2.0093576657769e-12,8.46804282310829e-12
GALNT13,1.9624497270335022,2.2056848786710594e-12,9.263332548401514e-12
VGF,1.428442680963041,2.2273472291411087e-12,9.349697636744659e-12
C14orf182,1.0451354856447117,2.232172167739651e-12,9.36764219236231e-12
CELF3,-1.0006017242056477,2.3155021259246898e-12,9.703002264886187e-12
MGAT3,1.283675044185225,2.3457364668174543e-12,9.822447019892119e-12
C16orf74,-1.207759333883196,2.3847891782109644e-12,9.981066528614579e-12
C1orf61,1.3076103098857075,2.4068908964448336e-12,1.0071093849251969e-11
RLN2,-1.1702912611444956,2.432237166653665e-12,1.01696535595659e-11
PRF1,1.2159646400377033,2.506165908928059e-12,1.0471051381021796e-11
SLURP1,1.6066966183574876,2.5772953273577443e-12,1.075241044216129e-11
IRX6,1.654256317505204,2.6005280909071753e-12,1.0846679742382855e-11
PPEF1,-1.0715518361415493,2.70419763758058e-12,1.1259776471392977e-11
MSMB,-1.860368414437768,2.7694513410585274e-12,1.152584465743566e-11
ONECUT2,1.844891115824201,2.7776976977753354e-12,1.1551695187573616e-11
ZFP57,1.8593866423156995,2.777023621946527e-12,1.1551695187573616e-11
PTPN13,-1.010800710891166,2.8635444947488316e-12,1.1891285721914802e-11
ANGPTL4,1.360667412906011,3.012927318533671e-12,1.2484221954897426e-11
TPPP3,-1.0706256274301884,3.0166828862680454e-12,1.2496742776245393e-11
COL9A1,2.273327724755509,3.074529288268068e-12,1.272708648011794e-11
DOC2A,-1.3496141706924316,3.2059980953912663e-12,1.324554768668444e-11
ATP13A5,2.1029284435018263,3.2167056872607346e-12,1.3286562661666337e-11
GNG4,1.8982710694788105,3.3596245714620996e-12,1.384331150544388e-11
C19orf33,-2.011271226581832,3.422295459298865e-12,1.408450741224255e-11
B3GAT1,1.6232979576607347,3.4749710842779662e-12,1.4297839469739977e-11
P4HA3,-1.0304564628254989,3.644473567541173e-12,1.496633345918162e-11
C20orf85,-1.0055409017713366,3.700371407436096e-12,1.517392850195924e-11
GPR158,1.663128659518478,3.89402620062311e-12,1.594883746912255e-11
CLDN1,1.5500947370488252,4.030546373406361e-12,1.6492120312136073e-11
TRPV4,1.1194814971917824,4.064593385475739e-12,1.6623445089974023e-11
FLJ12825,-1.151148540905698,4.1401467373090425e-12,1.6920254124399566e-11
TAT,-1.8771504575625464,4.418015576854819e-12,1.7999714180343916e-11
FSD1,1.6598674718196456,4.600197035311083e-12,1.8715087317569932e-11
C1orf88,-1.1949857586112094,4.990634261142838e-12,2.0221389832800984e-11
LAG3,1.2972660814579156,5.4779494659937995e-12,2.2148499384110732e-11
ICOS,1.2867898472173112,5.539313739370089e-12,2.2375358866573202e-11
ZCCHC18,1.0177665252739483,5.935043870891659e-12,2.394546247839018e-11
FAM90A1,1.3755372648364181,6.07108958038248e-12,2.4476954439846976e-11
ZMAT4,-1.2962738855504492,6.0794386556389345e-12,2.4504814273498474e-11
CILP,-1.485069093908331,6.129860904297544e-12,2.4690522989637458e-11
LCN12,-1.0012115706374454,6.317984106937812e-12,2.5406202914085226e-11
VPREB3,1.261983213542281,6.379634179620368e-12,2.564200379488668e-11
DSCAML1,-1.24476858725109,6.52653624043632e-12,2.6183018180124977e-11
CAMK2B,-1.5011639527119902,6.634991322632483e-12,2.659931784944237e-11
BOC,1.0805749067200825,6.63687984943365e-12,2.6600626932420582e-11
ENPP6,1.146405604650249,6.7543619738852225e-12,2.705875897794997e-11
MPZ,1.5421226464003772,6.840402526093949e-12,2.737768625602349e-11
VAX2,1.3113284356466757,6.931838909094041e-12,2.7717590190624916e-11
GPR110,1.8843580417108514,6.930568366663001e-12,2.7717590190624916e-11
UNC5C,-1.1131527434114923,7.243457871360486e-12,2.8902550972181132e-11
ZBED2,1.3272513962530925,7.845067109144958e-12,3.118615613182508e-11
HERC5,1.0011717803699804,7.971005533394107e-12,3.1657235129128184e-11
ABHD12B,-1.2813033737873614,8.148481881047895e-12,3.2347003830826494e-11
IL18RAP,1.0278757472212394,8.181896548259719e-12,3.246451496199045e-11
ZNF492,1.5062986449864493,8.344605992617967e-12,3.307159414807633e-11
RBP1,1.2849666902321193,8.43068318238294e-12,3.3381663472676466e-11
SORCS2,-1.3054057106947878,8.566118326847424e-12,3.390216014552908e-11
IGSF21,-1.2324718981972422,8.6212328821571e-12,3.4112359661509154e-11
C10orf114,1.1859638466674536,8.693407601439476e-12,3.438994923403351e-11
HPN,-2.003224005341501,8.699629452761533e-12,3.4406569805046194e-11
LOC400759,1.4307138054279096,8.759271464130906e-12,3.463440748413033e-11
GPIHBP1,-1.2101384980951257,8.887865534431356e-12,3.511841068477169e-11
ACTL8,2.413223761831822,8.920370754162097e-12,3.5222331078919664e-11
C6orf126,-1.2172912964926752,9.032218906348128e-12,3.564743637893595e-11
SLC29A4,1.0853230705785304,9.068112865724726e-12,3.5780806789456e-11
NQO1,-1.1233616511527416,9.371827859575957e-12,3.693641019407048e-11
CCL5,1.1796887867719263,9.454410967302042e-12,3.7244649265129255e-11
UBD,1.7665988217273512,9.6763443006223e-12,3.806609920064628e-11
POPDC3,1.479786300616629,9.756215509885745e-12,3.836258372970544e-11
KRT15,1.7553151408035816,9.998939134844684e-12,3.930792554626153e-11
DNAH9,-1.0875039197203566,1.0233310790384046e-11,4.0201449310320714e-11
FLJ40330,1.3773052786614803,1.040223781481876e-11,4.0827404928869205e-11
L1CAM,1.853724739798123,1.1375804006947044e-11,4.4545859332791024e-11
RGS2,1.1560315187934478,1.1430956469818335e-11,4.473103204997819e-11
HEPHL1,1.5622953379678723,1.1591687736060747e-11,4.533910017113333e-11
LRAT,1.4212938886925084,1.1761602719913216e-11,4.597202072988801e-11
ADAMDEC1,1.5504696044931476,1.248578598096183e-11,4.8757838857092395e-11
TPPP,-1.169672239896311,1.2527897124324393e-11,4.89110701575526e-11
C10orf107,-1.1204235222497152,1.2548759437906525e-11,4.897006719238041e-11
GLRB,-1.1285564549703482,1.2794989577656402e-11,4.98966504482456e-11
ZNF365,-1.0614923883586656,1.285389722710848e-11,5.0103426362475954e-11
CD6,1.0018940104473524,1.286489658569106e-11,5.0134825824786906e-11
SAMD11,-1.5655640312635013,1.3964524441314342e-11,5.434548702824115e-11
GBP5,1.5106675032402537,1.4171078589883867e-11,5.50989653848681e-11
CBLN2,-1.560031000353482,1.419584951480935e-11,5.5182679122849406e-11
SARDH,-1.0300242567063354,1.4347419796187172e-11,5.574642006138889e-11
MMP1,1.9977669848002853,1.4365512092111134e-11,5.580398515708317e-11
NXPH4,1.439803943285809,1.464521931968352e-11,5.685162639940971e-11
P2RY2,-1.1837276854797532,1.5148461187386686e-11,5.87248563672195e-11
ADRA2C,-1.2850201052590244,1.521012739262954e-11,5.892367367981825e-11
UNC80,1.5708097443148348,1.52799684311841e-11,5.918077379646695e-11
CTNND2,-1.780603416990691,1.5345277955168974e-11,5.940670233610539e-11
PTK6,-1.481546954165192,1.5628020162272163e-11,6.046005982814515e-11
TMEM45A,1.0649364596834392,1.595382026466667e-11,6.169245211336816e-11
RUNX1T1,-1.0258231962609483,1.6308205089846304e-11,6.299132063508337e-11
TMEM184A,-1.177032618514593,1.6331514148864032e-11,6.305275129339253e-11
NKG7,1.2110839872746553,1.779309856870389e-11,6.855576213235911e-11
LAMC2,1.5192153764581153,1.8214644627800555e-11,7.00689853199556e-11
C6orf142,1.277992517968658,1.8453780038007746e-11,7.092481923883365e-11
NKX2-5,2.0593650642158594,1.964069621418772e-11,7.533357129000378e-11
SHC3,1.1308852283885167,2.016111814209054e-11,7.724270910231764e-11
ACCN1,-1.1290022112250109,2.049262947930316e-11,7.847750843996689e-11
HIF3A,1.6096469855857976,2.0805224540880364e-11,7.956725217408323e-11
LOC100133669,1.1954716036290791,2.0890857286024983e-11,7.987680727009552e-11
CXXC4,-1.0550261733631832,2.1244884364320897e-11,8.117576412932126e-11
ADAM33,-1.1452062919759634,2.2066706321880604e-11,8.416483956587384e-11
CDHR3,-1.0489507599858596,2.25641434621681e-11,8.598508909391871e-11
BARX2,1.3276207690192807,2.346921603143707e-11,8.929417985151324e-11
GNLY,1.378849844860767,2.4142837652326386e-11,9.173416448440838e-11
